"039.3";"A form of ACTINOMYCOSIS characterized by slow-growing inflammatory lesions of the lymph nodes that drain the mouth (lumpy jaw), reddening of the overlying skin, and intraperitoneal abscesses."
"99.91";"Use of ACUPUNCTURE to block the afferent nerve impulses from reaching the brain to reduce the sensation of pain for surgery."
"28.6";"Excision of the adenoids. (Dorland, 28th ed) ; excision of the diffuse lymphoid tissue and follicles in the roof and posterior wall of the nasopharynx or adenoids; these tissues are also called adenoid tonsils or pharyngeal tonsil. ; Surgical removal of the pharyngeal tonsils (adenoids)."
"255.9";"Pathological processes of the ADRENAL GLANDS. ; pathologic condition or abnormal functioning of either or both of the paired glands situated in the retroperitoneal tissues at the superior pole of the kidneys or adrenal glands."
"238.76";"A disorder in which the bone marrow is replaced by fibrous tissue. ; A progressive disease in which the bone marrow is replaced by fibrous tissue and is unable to produce red blood cells; the cause is unknown. ; A chronic myeloproliferative disorder characterized by bone marrow fibrosis, proliferation of atypical megakaryocytes and granulo"
"136.0";"Spontaneous autoamputation of the fourth or fifth toe."
"291.1";"A mental disorder associated with chronic ethanol abuse (ALCOHOLISM) and nutritional deficiencies characterized by short term memory loss, confabulations, and disturbances of attention. (Adams et al., Principles of Neurology, 6th ed, p1139)"
"291.0";"An acute organic mental disorder induced by cessation or reduction in chronic alcohol consumption. Clinical characteristics include CONFUSION; DELUSIONS; vivid HALLUCINATIONS; TREMOR; agitation; insomnia; and signs of autonomic hyperactivity (e.g., elevated blood pressure and heart rate, dilated pupils, and diaphoresis). This condition may"
"303";"A primary, chronic disease with genetic, psychosocial, and environmental factors influencing its development and manifestations. The disease is often progressive and fatal. It is characterized by impaired control over drinking, preoccupation with the drug alcohol, use of alcohol despite adverse consequences, and distortions in thinking, mo"
"315.01";"Inability to read which may be the result of neurological impairment. In a less severe form, often referred to as dyslexia."
"276.3";"A pathological condition that removes acid or adds base to the body fluids. ; An abnormally high alkalinity (low hydrogen-ion concentration) of the blood and other body tissues. ; pathological condition that removes acid or adds base to the body fluids."
"704.00";"baldness; absence of hair from skin areas where it is normally present. ; Absence of hair from areas where it is normally present. ; Baldness or the loss of hair. ; (al-oh-PEE-shuh) The lack or loss of hair from areas of the body where hair is usually found. Alopecia can be a side effect of some cancer treatments."
"704.01";"A microscopically inflammatory, usually reversible, patchy hair loss occurring in sharply defined areas and usually involving the beard or scalp. (Dorland, 27th ed)"
"495.9";"Conditions in which inhalation of organic dusts results in hypersensitivity reactions at the alveolar level, associated with the production of precipitins."
"24.5";"Conservative contouring of the alveolar process, in preparation for immediate or future denture construction. (Dorland, 28th ed) ; Surgical preparation of the alveolar ridges, commonly for the reception of dentures."
"331.0";"A disabling degenerative disease of the nervous system occurring in middle-aged or older persons and characterized by dementia and failure of memory for recent events, followed by total incapacitation and death. Types of the Alzheimer syndrome are differentiated by the age of onset and genetic characteristics. The early onset form (the mea"
"368.00";"impairment of vision without detectable organic lesion of the eye. ; A nonspecific term referring to impaired vision. Major subcategories include stimulus deprivation-induced amblyopia and toxic amblyopia. Stimulus deprivation-induced amblyopia is a developmental disorder of the visual cortex. A discrepancy between visual information recei"
"006.9";"Infection with any of various amebae. It is an asymptomatic carrier state in most individuals, but diseases ranging from chronic, mild diarrhea to fulminant dysentery may occur. ; infection with any of various amebae; an asymptomatic carrier state in most individuals, but diseases ranging from chronic, mild diarrhea to fulminant dysentery "
"626.0";"absence of menses for three months or more. ; Absence of menstruation. ; Absence or abnormal cessation of the menses."
"270.9";"Disorders affecting amino acid metabolism. The majority of these disorders are inherited and present in the neonatal period with metabolic disturbances (e.g., ACIDOSIS) and neurologic manifestations. They are present at birth, although they may not become symptomatic until later in life. ; disorders affecting amino acid metabolism; majorit"
"75.1";"Percutaneous transabdominal puncture of the uterus during pregnancy to obtain amniotic fluid. It is commonly used for fetal karyotype determination in order to diagnose abnormal fetal conditions. ; percutaneous transabdominal puncture of the uterus during pregnancy to obtain amniotic fluid; it is commonly used for fetal karyotype determina"
"658.40";"Inflammation of the amnion."
"84.91";"The removal of a limb or other appendage or outgrowth of the body. (Dorland, 28th ed) ; removal of a limb or other appendage or outgrowth of the body. ; (am-pyoo-TAY-shun) Surgery to remove part or all of a limb or appendage."
"277.30";"any disease manifested by the pathogenic accumulation of amyloid in organs and tissues. ; A group of sporadic, familial and/or inherited, degenerative, and infectious disease processes, linked by the common theme of abnormal protein folding and deposition of AMYLOID. As the amyloid deposits enlarge they displace normal tissue structures, c"
"335.20";"A degenerative disorder affecting upper MOTOR NEURONS in the brain and lower motor neurons in the brain stem and SPINAL CORD. Disease onset is usually after the age of 50 and the process is usually fatal within 3 to 6 years. Clinical manifestations include progressive weakness, atrophy, FASCICULATION, hyperreflexia, DYSARTHRIA, dysphagia, "
"285.9";"subnormal levels or function of erythrocytes, resulting in symptoms of tissue hypoxia. ; A reduction in the number of circulating erythrocytes or in the quantity of hemoglobin. ; (a-NEE-mee-a) A condition in which the number of red blood cells is below normal. ; A reduction in the number of red blood cells per cu mm, the amount of hemoglob"
"284.9";"A form of anemia in which the bone marrow fails to produce adequate numbers of peripheral blood elements. ; anemia associated with a fatty, hypocellular bone marrow and global dyshematopoiesis; can be idiopathic or due to microbial, metabolic, autoimmune, or other abnormality. ; Anemia resulting from bone marrow failure (aplastic or hypopl"
"283.0";"due to acquired antierythrocyte autoantibodies causing premature erythrocyte clearance by the spleen; antibodies can be warm or cold active; usually slow developing and treatable. ; Acquired hemolytic anemia due to the presence of AUTOANTIBODIES which agglutinate or lyse the patient's own RED BLOOD CELLS."
"282.9";"Hemolytic anemia due to various intrinsic defects of the erythrocyte. ; includes hereditary erythrocyte membrane defects, enzyme deficiencies, hemoglobin abnormalities, stem cell defects (paroxysmal nocturnal hemoglobinuria), and alloimmune (Rh) disease of newborn."
"281.0";"A megaloblastic anemia occurring in children but more commonly in later life, characterized by histamine-fast achlorhydria, in which the laboratory and clinical manifestations are based on malabsorption of vitamin B 12 due to a failure of the gastric mucosa to secrete adequate and potent intrinsic factor. (Dorland, 27th ed) ; anemia due to"
"282.60";"A disease characterized by chronic hemolytic anemia, episodic painful crises, and pathologic involvement of many organs. It is the clinical expression of homozygosity for hemoglobin S. ; disease characterized by chronic hemolytic anemia, episodic painful crises, and pathologic involvement of many organs; the clinical expression of homozygo"
"285.0";"Anemia characterized by the presence of erythroblasts containing excessive deposits of iron in the marrow. ; acquired or hereditary anemia marked by sideroblasts: bone marrow cells with large mitochondrial deposits of insoluble iron due to defective heme synthesis, leading to ineffective erythropoiesis. ; A myelodysplastic syndrome charact"
"740.0";"A malformation of the nervous system caused by failure of the anterior neuropore to close. Infants are born with intact spinal cords, cerebellums, and brainstems, but lack formation of neural structures above this level. The skull is only partially formed but the eyes are usually normal. This condition may be associated with folate deficie"
"442.9";"protruding sac in the wall of a vein, artery, or heart, frequently caused by microbial infection; may present as pain, pressure on nearby organs, or cardiac weakening. ; Pathological outpouching or sac-like dilatation in the wall of any blood vessel (ARTERIES or VEINS) or the heart (HEART ANEURYSM). It indicates a thin and weakened area in"
"413";"The symptom of paroxysmal pain consequent to MYOCARDIAL ISCHEMIA usually of distinctive character, location and radiation. It is thought to be provoked by a transient stressful situation during which the oxygen requirements of the MYOCARDIUM exceed that supplied by the CORONARY CIRCULATION. ; recurring thoracic pain or discomfort which occ"
"413.1";"A variant form of angina pectoris caused by coronary artery vasospasm, usually occurring spontaneously and frequently associated with ST segment elevation. ; (syn. Prinzmetal's angina or coronary artery vasospasm). It usually occurs spontaneously, and unlike typical angina, it nearly always occurs when a person is at rest and does not requ"
"411.1";"Precordial pain at rest, which may precede a MYOCARDIAL INFARCTION. ; Angina pectoris (or equivalent type of ischemic discomfort) which has recently changed in frequency, duration, intensity, or occurs at rest. ; Angina pectoris (or equivalent type of ischemic discomfort) with any 1 of the 3 following features: a) Angina occurring at rest "
"88.50";"Radiography of the heart and great vessels after injection of a contrast medium."
"743.45";"A congenital abnormality in which there is only a rudimentary iris. This is due to the failure of the optic cup to grow. Aniridia also occurs in a hereditary form, usually autosomal dominant."
"367.32";"A condition in which the ocular image of an object as seen by one eye differs in size and shape from that seen by the other."
"379.41";"Unequal pupil size, which may represent a benign physiologic variant or a manifestation of disease. Pathologic anisocoria reflects an abnormality in the musculature of the iris (IRIS DISEASES) or in the parasympathetic or sympathetic pathways that innervate the pupil. Physiologic anisocoria refers to an asymmetry of pupil diameter, usually"
"367.31";"A condition of an inequality of refractive power of the two eyes. ; condition of an inequality of refractive power of the two eyes."
"718.50";"Fixation and immobility of a joint."
"743.00";"Congenital absence of the eye or eyes."
"783.0";"clinical manifestation consisting of a physiopathological lack or loss of appetite accompanied by an aversion to food and the inability to eat. ; The lack or loss of APPETITE accompanied by an aversion to food and the inability to eat. It is the defining characteristic of the disorder ANOREXIA NERVOSA. ; An abnormal loss of the appetite fo"
"307.1";"Syndrome in which the primary features include excessive fear of becoming overweight, body image disturbance, significant weight loss, refusal to maintain minimal normal weight, and amenorrhea. This disorder occurs most frequently in adolescent females. ; syndrome in which the primary features include excessive fear of becoming overweight,"
"022.9";"An acute infection caused by the spore-forming bacteria BACILLUS ANTHRACIS. It commonly affects hoofed animals such as sheep and goats. Infection in humans often involves the skin (cutaneous anthrax), the lungs (inhalation anthrax), or the gastrointestinal tract. Anthrax is not contagious and can be treated with antibiotics. ; infectious b"
"301.7";"A personality disorder whose essential feature is a pervasive pattern of disregard for, and violation of, the rights of others that begins in childhood or early adolescence and continues into adulthood. The individual must be at least age 18 and must have a history of some symptoms of CONDUCT DISORDER before age 15. (From DSM-IV, 1994) ; P"
"309.21";"Anxiety experienced by an individual upon separation from a person or object of particular significance to him."
"747.10";"congenital constriction of the aorta just distal to the left subclavian artery; causes upper body hypertension but few other symptoms; may present as headache or dyspnea on exertion. ; A birth defect characterized by the narrowing of the AORTA that can be of varying degree and at any point from the transverse arch to the iliac bifurcation."
"88.42";"Radiographic visualization of the aorta and its branches by injection of contrast media, using percutaneous puncture or catheterization procedures."
"379.31";"Absence of crystalline lens totally or partially from field of vision, from any cause except after cataract extraction. Aphakia is mainly congenital or as result of LENS DISLOCATION AND SUBLUXATION."
"784.3";"A cognitive disorder marked by an impaired ability to comprehend or express language in its written or spoken form. This condition is caused by diseases which affect the language areas of the dominant hemisphere. Clinical features are used to classify the various subtypes of this condition. General categories include receptive, expressive,"
"784.41";"Complete loss of phonation due to organic disease of the larynx or to nonorganic (i.e., psychogenic) causes."
"23.73";"Excision of the apical portion of a tooth through an opening made in the overlying labial, buccal, or palatal alveolar bone. (Dorland, 28th ed) ; The surgery involving excision of the apex of the petrous portion of the temporal bone. ; Excision of the apical portion of a tooth root through an opening made in the overlying labial, buccal, l"
"786.03";"cessation of breathing. ; A transient absence of spontaneous respiration. ; Temporary absence of breathing or prolonged respiratory failure. ; Transient cessation of respiration."
"47.0";"Surgical removal of the vermiform appendix. (Dorland, 28th ed) ; Surgical removal of the vermiform appendix."
"541";"Acute inflammation of the APPENDIX. Acute appendicitis is classified as simple, gangrenous, or perforated."
"066.9";"Infections caused by arthropod-borne viruses, general or unspecified."
"427.9";"any variation from the normal rhythm or rate of the heart beat. ; Any variation from the normal rate or rhythm (which may include the origin of the impulse and/or its subsequent propagation) in the heart. ; Any disturbances of the normal rhythmic beating of the heart or MYOCARDIAL CONTRACTION. Cardiac arrhythmias can be classified by the a"
"88.4";"The X-ray examination of the arterial blood vessels. ; (ar-TEE-ree-AH-gra-fee) A procedure to x-ray arteries. The arteries can be seen because of an injection of a dye that outlines the vessels on an x-ray."
"447.6";"inflammation of an artery. ; INFLAMMATION of any ARTERIES."
"719.40";"Pain in the joint. ; Pain in a joint."
"274.0";"Arthritis, especially of the great toe, as a result of gout. Acute gouty arthritis often is precipitated by trauma, infection, surgery, etc. The initial attacks are usually monoarticular but later attacks are often polyarticular."
"711.90";"arthritis caused by bacteria, rickettsiae, mycoplasmas, viruses, fungi, or parasites; bacterial arthritis is frequently caused by Staphylococcus aureus, Streptococcus pneumoniae, Haemophilus influenzae, Borrelia, and Neisseria gonorrhoeae; viral arthritis is less common than bacterial arthritis and may be a manifestation of such viral dise"
"696.0";"Syndrome in which psoriasis is associated with arthritis, often involving inflammation in terminal interphalangeal joints. A rheumatoid factor is not usually present in the sera of affected individuals. ; syndrome of psoriasis in association with inflammation, arthritis; rheumatoid factor is usually not present in the sera of affected indi"
"714.0";"A chronic systemic disease, primarily of the joints, marked by inflammatory changes in the synovial membranes and articular structures, widespread fibrinoid degeneration of the collagen fibers in mesenchymal tissues, and by atrophy and rarefaction of bony structures. Etiology is unknown, but autoimmune mechanisms have been implicated. ; ch"
"81.20";"The surgical fixation of a joint by a procedure designed to accomplish fusion of the joint surfaces by promoting the proliferation of bone cells. (Dorland, 28th ed) ; surgical immobilization of a joint by fusion of joint surfaces by promoting proliferation of bone cells; joint fusion."
"88.32";"Roentgenography of a joint, usually after injection of either positive or negative contrast medium."
"713.5";"Chronic progressive degeneration of the stress-bearing portion of a joint, with bizarre hypertrophic changes at the periphery. It is probably a complication of a variety of neurologic disorders, particularly TABES DORSALIS, involving loss of sensation, which leads to relaxation of supporting structures and chronic instability of the joint."
"80.2";"Endoscopic examination, therapy and surgery of the joint. ; Endoscopic examination of a joint space."
"995.21";"A dermal inflammatory reaction produced under conditions of antibody excess, when a second injection of antigen produces intravascular antigen-antibody complexes which bind complement, causing cell clumping, endothelial damage, and vascular necrosis. ; development of an inflammatory lesion a few hours after intradermal injection of antigen"
"501";"A form of lung disease (pneumoconiosis) caused by inhaling fibers of asbestos and marked by interstitial fibrosis of the lung varying in extent from minor involvement of the basal areas to extensive scarring. It is associated with pleural mesothelioma and bronchogenic carcinoma. (Dorland, 27th ed)"
"127.0";"Infection by nematodes of the genus ASCARIS. Ingestion of infective eggs causes diarrhea and pneumonitis. Its distribution is more prevalent in areas of poor sanitation and where human feces are used for fertilizer."
"789.5";"Accumulation or retention of free fluid within the peritoneal cavity. ; Accumulation of fluid in the peritoneal cavity. The fluid may be serous, hemorrhagic, or the result of tumor metastasis to the peritoneum. -- 2004 ; effusion and accumulation of serous fluid in the abdominal cavity. ; (ah-SYE-teez) Abnormal buildup of fluid in the abdo"
"267";"condition due to a deficiency of vitamin C. ; A condition due to a dietary deficiency of ascorbic acid (vitamin C), characterized by malaise, lethargy, and weakness. As the disease progresses, joints, muscles, and subcutaneous tissues may become the sites of hemorrhage. Ascorbic acid deficiency frequently develops into SCURVY in young chil"
"117.3";"Infections with fungi of the genus ASPERGILLUS. ; disease condition caused by species of Aspergillus and marked by inflammatory granulomatous lesions in the skin, ear, orbit, nasal sinuses, lungs, and sometimes in the bones and meninges. ; An infectious fungal disease that occurs most often in the skin, ears, nasal sinuses, and lungs of pe"
"518.6";"Aspergillosis of the lung occurring in an individual with long-standing bronchial asthma. It is characterized by pulmonary infiltrates, eosinophilia, elevated serum IgE and immediate type skin reactivity to aspergillus antigen."
"799.01";"A pathological condition caused by lack of oxygen, manifested in impending or actual cessation of life. ; A condition due to lack of oxygen in respired air, resulting in impending or actual cessation of life. ; The stopping of respiration or the asphyxia that results from it."
"768.9";"Respiratory failure in the newborn. (Dorland, 27th ed)"
"493";"A form of bronchial disorder associated with airway obstruction, marked by recurrent attacks of paroxysmal dyspnea, with wheezing due to spasmodic contraction of the bronchi. ; form of bronchial disorder associated with airway obstruction, marked by recurrent attacks of paroxysmal dyspnea, with wheezing due to spasmodic contraction of the "
"367.20";"Unequal curvature of the refractive surfaces of the eye. Thus a point source of light cannot be brought to a point focus on the retina but is spread over a more or less diffuse area. This results from the radius of curvature in one plane being longer or shorter than the radius at right angles to it. (Dorland, 27th ed) ; optical defect in w"
"518.0";"collapse of all or part of a lung due to bronchial plugging or the chest cavity being opened to atomspheric pressure. ; (at-uh-LEK-tuh-sis) Failure of the lung to expand (inflate) completely. This may be caused by a blocked airway, a tumor, general anesthesia, pneumonia or other lung infections, lung disease, or long-term bedrest with shal"
"440";"age, lifestyle, diet, and gene related degeneration of arteries due to deposition of lipoid plaques (atheromas) on inner arterial walls; main cause of coronary artery disease, a leading cause of death. ; Thickening and loss of elasticity of the walls of medium and large muscular ARTERIES with lesions in the innermost layer of the artery (A"
"427.31";"disorder of cardiac rhythm characterized by rapid, irregular atrial impulses and ineffective atrial contractions. ; A supraventricular arrhythmia characterized by uncoordinated atrial myocardium activation due to multiple reentry circuits with consequent deterioration of atrial mechanical function. Instead of intermittently contracting, th"
"427.32";"Rapid, irregular atrial contractions caused by a block of electrical impulse conduction in the right atrium and a reentrant wave front traveling up the inter-atrial septum and down the right atrial free wall or vice versa. Unlike ATRIAL FIBRILLATION which is caused by abnormal impulse generation, typical atrial flutter is caused by abnorma"
"426.10";"A delay or failure in the conduction of a cardiac impulse from the atria to the ventricles at the level of the atrioventricular node. ; Impaired impulse conduction from HEART ATRIA to HEART VENTRICLES. AV block can mean delayed or completely blocked impulse conduction."
"95.41";"The testing of the acuity of the sense of hearing to determine the thresholds of the lowest intensity levels at which an individual can hear a set of tones. The frequencies between 125 and 8000 Hz are used to test air conduction thresholds and the frequencies between 250 and 4000 Hz are used to test bone conduction thresholds. ; Specific p"
"299.0";"A disorder beginning in childhood. It is marked by the presence of markedly abnormal or impaired development in social interaction and communication and a markedly restricted repertoire of activity and interest. Manifestations of the disorder vary greatly depending on the developmental level and chronological age of the individual. (DSM-IV"
"89.8";"Postmortem examination of the body. ; A postmortem examination of the body that includes an examination of the internal organs and structures after dissection to determine the cause of death and the nature of pathological changes."
"301.82";"Personality disorder characterized by excessive social discomfort, extreme sensitivity to negative perceptions of oneself, pervasive preoccupation with being criticized or rejected in social situations, and low self esteem."
"606.0";"A condition of having no sperm present in the ejaculate (SEMEN)."
"088.82";"A group of tick-borne diseases of mammals including ZOONOSES in humans. They are caused by PROTOZOANS of the genus BABESIA, which parasitize erythrocytes, producing hemolysis. In the U.S., the organism's natural host is mice and transmission is by the deer tick IXODES SCAPULARIS. ; tickborne disease caused by infection with protozoa; occur"
"724.5";"Acute or chronic pain located in the posterior regions of the THORAX; LUMBOSACRAL REGION; or the adjacent regions. ; acute or chronic pain located in the posterior regions of the thorax, lumbosacral region, or the adjacent regions."
"790.7";"The presence of viable bacteria circulating in the blood. Fever, chills, tachycardia, and tachypnea are common acute manifestations of bacteremia. The majority of cases are seen in already hospitalized patients, most of whom have underlying diseases or procedures which render their bloodstreams susceptible to invasion."
"040";"Infections by bacteria, general or unspecified. ; infections and associated diseases caused by bacteria, general or unspecified."
"482.9";"Pneumonia caused by various species of bacteria. Bacterial pneumonia commonly results from bronchogenic spread of infection following microaspiration of secretions. The largest category of this disease arises from community-acquired pneumonias. ; pneumonia caused by various species of bacteria; commonly results from bronchogenic spread of "
"007.0";"Infection by parasitic PROTOZOA of the genus BALANTIDIUM. The presence of Balantidium in the LARGE INTESTINE leads to DIARRHEA; DYSENTERY; and occasionally ULCER."
"530.85";"A condition with damage to the lining of the lower ESOPHAGUS resulting from chronic acid reflux (ESOPHAGITIS, REFLUX). Through the process of metaplasia, the squamous cells are replaced by a columnar epithelium with cells resembling those of the INTESTINE or the salmon-pink mucosa of the STOMACH. Barrett's columnar epithelium is a marker f"
"088.0";"Infections by the genus BARTONELLA. Bartonella bacilliformis can cause acute febrile anemia, designated Oroya fever, and a benign skin eruption, called verruga peruana. BARTONELLA QUINTANA causes TRENCH FEVER, while BARTONELLA HENSELAE is the etiologic agent of bacillary angiomatosis (ANGIOMATOSIS, BACILLARY) and is also one of the causes "
"255.13";"Hypertrophy and hyperplasia of the juxtaglomerular apparatus with secondary hyperaldosteronism with normal blood pressure and hyperkalemic alkalosis in the absence of edema. Most patients show growth and mental retardation. Nephrocalcinosis and hypercalcinuria occur in some cases. Diuretic abuse may produce a syndrome with similar characte"
"94.33";"The application of modern theories of learning and conditioning in the treatment of behavior disorders. ; Use of classical conditioning or operant (instrumental) learning techniques to modify behavior. ; Therapeutic approach that may employ classical conditioning, operant learning techniques, or other behavioral techniques, in an attempt t"
"290-319.99";"Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function. ; Conceptually broad term referring to all forms of psychopathology. Use a more specific term if possible. ; any of various conditio"
"136.1";"rare chronic inflammatory disease involving the small blood vessels; of unknown etiology and characterized by mucocutaneous ulceration in the mouth and genital region and uveitis with hypopyon; the neuroocular form may cause blindness and death; synovitis, thrombophlebitis, gastrointestinal ulcerations, retinal vasculitis, and optic atroph"
"211.3";"A non-metastasizing neoplasm arising from the wall of the colon."
"216.9";"Abnormal growth of the cells that comprise the tissues of the skin, without any evidence of malignancy."
"600.0";"(hye-per-PLAY-zha) A benign (noncancerous) condition in which an overgrowth of prostate tissue pushes against the urethra and the bladder, blocking the flow of urine."
"265.0";"A disease caused by a deficiency of thiamine (vitamin B1) and characterized by polyneuritis, cardiac pathology, and edema. The epidemic form is found primarily in areas in which white (polished) rice is the staple food, as in Japan, China, the Philippines, India, and other countries of southeast Asia. (Dorland, 27th ed)"
"751.61";"Progressive destruction or the absence of all or part of the extrahepatic BILE DUCTS, resulting in the complete obstruction of BILE flow. Usually, biliary atresia is found in infants and accounts for one third of the neonatal cholestatic JAUNDICE. ; progressive destruction or the absence of all or part of the extrahepatic bile ducts, resul"
"576.4";"Abnormal passage in any organ of the biliary tract or between biliary organs and other organs."
"576.9";"Diseases in any part of the BILIARY TRACT including the BILE DUCTS and the GALLBLADDER. ; abnormality of function, structure, or both of the organs, ducts, and other structures that participate in the secretion, storage, and delivery of bile into the duodenum."
"368.30";"Any inability to efficiently utilize and/or sustain binocular vision."
"296.80";"A major affective disorder marked by severe mood swings (manic or major depressive episodes) and a tendency to remission and recurrence."
"495.2";"A respiratory disorder due to an acquired hypersensitivity to the dust of bird droppings."
"767.9";"Mechanical or anoxic trauma incurred by the infant during labor or delivery. ; Physical injuries (such as brain damage) received during birth, mostly in, but not limited to, breech births, instrument deliveries, neonatal anoxia, or premature births. Used for both human and animal populations. ; mechanical or anoxic trauma incurred by or to"
"E928.3";"Bites inflicted by humans."
"084.8";"A complication of MALARIA, FALCIPARUM characterized by the passage of dark red to black urine."
"188.9";"A primary or metastatic malignant neoplasm involving the bladder. - 2003"
"596.9";"disease or disorder of the urinary bladder, the musculomembranous sac in the anterior of the pelvic cavity that serves as a reservoir for urine, which it receives through the ureters and discharges through the urethra. ; A non-neoplastic or neoplastic disorder affecting the urinary bladder. A representative example of non-neoplastic bladde"
"753.5";"A birth defect in which the URINARY BLADDER is malformed and exposed, inside out, and protruded through the ABDOMINAL WALL. It is caused by closure defects involving the top front surface of the bladder, as well as the lower abdominal wall; SKIN; MUSCLES; and the pubic bone."
"596.0";"Blocked urine flow through the bladder neck, the narrow internal urethral opening at the base of the URINARY BLADDER. Narrowing or strictures of the URETHRA can be congenital or acquired. It is often observed in males with enlarged PROSTATE GLAND."
"596.54";"dysfunction of the urinary bladder due to disease of the central or peripheral nervous system pathways involved in the control of micturition. ; Dysfunction of the URINARY BLADDER due to disease of the central or peripheral nervous system pathways involved in the control of URINATION. This is often associated with SPINAL CORD DISEASES, but"
"993.4";"Injuries resulting when a person is struck by particles impelled with violent force from an explosion. Blast causes pulmonary concussion and hemorrhage, laceration of other thoracic and abdominal viscera, ruptured ear drums, and minor effects in the central nervous system. (From Dorland, 27th ed)"
"116.0";"infection caused by fungi of the genus Blastomyces. ; A fungal infection that may appear in two forms: 1, a primary lesion characterized by the formation of a small cutaneous nodule and small nodules along the lymphatics that may heal within several months; and 2, chronic granulomatous lesions characterized by thick crusts, warty growths, "
"373.00";"Inflammation of the eyelids."
"374.46";"The abnormal narrowness of the palpebral fissure in the horizontal direction caused by the lateral displacement of the medial canthi of the eyelids. (Dorland, 27th ed)"
"374.30";"Drooping of the upper lid due to deficient development or paralysis of the levator palpebrae muscle. ; Drooping of the upper eyelid."
"333.81";"Excessive winking; tonic or clonic spasm of the orbicularis oculi muscle."
"579.2";"A malabsorption syndrome that is associated with a blind loop in the upper SMALL INTESTINE that is characterized by the lack of peristaltic movement, stasis of INTESTINAL CONTENTS, and the overgrowth of BACTERIA. Such bacterial overgrowth interferes with BILE SALTS action, FATTY ACIDS processing, MICROVILLI integrity, and the ABSORPTION of"
"286";"Hemorrhagic and thrombotic disorders that occur as a consequence of abnormalities in blood coagulation due to a variety of factors such as COAGULATION PROTEIN DISORDERS; BLOOD PLATELET DISORDERS; BLOOD PROTEIN DISORDERS or nutritional conditions. ; condition in which there is a deviation from or interruption of the normal coagulation prope"
"75.2";"In utero transfusion of BLOOD into the FETUS for the treatment of FETAL DISEASES, such as fetal erythroblastosis (ERYTHROBLASTOSIS, FETAL)."
"77.40";"Removal of bone tissue for microscopic examination."
"733.20";"Benign unilocular lytic areas in the proximal end of a long bone with well defined and narrow endosteal margins. The cysts contain fluid and the cyst walls may contain some giant cells. Bone cysts usually occur in males between the ages 3-15 years."
"78.30";"Increase in the longest dimension of a bone to correct anatomical deficiencies, congenital, traumatic, or as a result of disease. The lengthening is not restricted to long bones. The usual surgical methods are internal fixation and distraction."
"41.31";"The removal of a small sample of bone marrow (usually from the pelvis) through a needle for examination under a microscope. ; (BY-op-see) The removal of a sample of tissue from the bone marrow with a needle for examination under a microscope."
